Entry	Entry name	Organism ID
P54399	PDI_DROME	7227
Q17FF6	PDE6D_AEDAE	7159
Q5ENZ1	PBGP9_SOLSV	176597
Q9VLJ0	PDE6D_DROME	7227
Q05547	PP13_DROME	7227
P23757	POXM_DROME	7227
B3A0I6	PPK1_TYRGL	270861
P85623	PPK5_EUBPO	36951
P84666	PPK5_APTFU	344696
P84656	PVK1_CYRPO	344688
B4GBH0	PTK7_DROPE	7234
E1ZVK1	PTTH_CAMFO	104421
P81555	PVK2_PERAM	6978
P85706	PVK2_PERBB	521515
P86649	PVK2_CHRSW	765340
P85776	PVK3_SUPDI	521517
B3A0H3	PVK1_TYRGL	270861
B0M399	PVK2_STRNA	1041429
Q9U8S9	ADH_DROPU	46793
Q9VF36	ACYP2_DROME	7227
B3A0F2	AKH_AUSGA	253136
B4KFE1	AFFL_DROMO	7230
Q09007	ADHR_DROGU	7266
Q9VUQ5	AGO2_DROME	7227
E0D877	APY_AEDAL	7160
B4GA28	ANM7_DROPE	7234
P55274	ARRH_HELVI	7102
Q8MLV1	LBR_DROME	7227
Q9VZL6	LTOR4_DROME	7227
Q16G71	MED10_AEDAE	7159
A1ZB42	MED9_DROME	7227
P01501	MEL_APIME	7460
Q294G7	MED28_DROPS	46245
Q7YU24	MARF_DROME	7227
Q6H2Z4	MCDP_APICC	94128
P80409	MK2A_PALPR	55431
O62618	MK38A_DROME	7227
Q9VBL7	MS57B_DROME	7227
P33739	MS2B_DROSE	7238
B4JLL3	MTNB_DROGR	7222
Q9VWI4	NARYA_DROME	7227
Q17DK2	NAA25_AEDAE	7159
Q24423	NOC_DROME	7227
Q24134	NELFD_DROME	7227
A6MHQ4	NKAIN_DROME	7227
P40139	NG2_DROME	7227
Q24746	NEUR_DROVI	7244
Q9VB74	NKAP_DROME	7227
B3NU20	NO66_DROER	7220
Q9VWV8	NOSIP_DROME	7227
Q9VET0	NPF_DROME	7227
Q9VQ66	NPLP4_DROME	7227
Q9VC27	NICA_DROME	7227
Q9W0W6	NPLP1_DROME	7227
P34850	NU3M_ANOGA	7165
B4IYG8	NUBP2_DROGR	7222
P34848	NU2M_ANOGA	7165
P34846	NU1M_ANOGA	7165
P51930	NU1M_DROBF	7218
P22270	OAR_DROME	7227
P34855	NU5M_APILI	7469
Q6Q252	PA11_POLDO	743375
Q24319	OST48_DROME	7227
Q11208	PARP_SARPE	7386
Q8WP92	PBGP9_SOLAM	176590
Q5EP06	PBGP9_SOLEE	227486
Q95P48	PBAN_SPOLI	7109
B3P3K2	PDE6_DROER	7220
Q9VTL1	PCID2_DROME	7227
B3N7D5	PDE6D_DROER	7220
Q03276	PO11_POPJA	7064
Q03271	PO13_NASVI	7425
Q9W5D4	POMT2_DROME	7227
E2ADG2	PROH3_CAMFO	104421
Q9V9E3	PREP_DROME	7227
Q27575	PSA73_DROME	7227
Q26255	PUR2_CHITE	7153
P85772	PVK1_SHELA	36981
P84378	PVK2_DERKE	303920
P83932	PVK3_NAUCI	6990
P85689	PVK3_PANSB	521518
P85782	PVK2_SYMPA	36974
B3MMA5	RAD54_DROAN	7217
A0A0B4K7J2	RBP2_DROME	7227
Q7PWB1	RETM_ANOGA	7165
Q29JQ0	RETM_DROPS	46245
Q9VX32	RG190_DROME	7227
B4MXR6	LIAS_DROWI	7260
P91629	LCP2_DROMI	7229
P91660	L259_DROME	7227
P08659	LUCI_PHOPY	7054
B4GN43	MAEL2_DROPE	7234
Q17058	MAL1_APIME	7460
Q24654	MLC1_DROSI	7240
Q9VGY5	MET15_DROME	7227
P83419	MRN3_MEGVI	112273
Q9W0G7	MSD1_DROME	7227
P43248	MSH2_DROME	7227
Q171H3	MO2B1_AEDAE	7159
B4KI53	MOCS3_DROMO	7230
B4JXP7	MOCOS_DROGR	7222
B4NC41	NCBP1_DROWI	7260
Q07994	NCPR_MUSDO	7370
Q7QCB6	NCBP2_ANOGA	7165
O61613	NMT_DROME	7227
Q25479	NKCL_MANSE	7130
P16320	NOF_DROME	7227
Q9VXK0	NIPSN_DROME	7227
B3MSI4	NO66_DROAN	7217
B1B557	NOSL_BOMMO	7091
Q296J9	NRM_DROPS	46245
Q9VPD2	NUBP2_DROME	7227
Q9V3I8	OGG1_DROME	7227
B4MJN5	OST4_DROWI	7260
Q9VCZ8	PFD5_DROME	7227
Q7Q3N5	PORCN_ANOGA	7165
B3A0H4	PPK5_TYRGL	270861
P84420	PPK6_BLAOR	6976
P84410	PPK4_BLAOR	6976
P84416	PPK4_DERKE	303920
P85675	PPK5_LUCVE	521514
Q9VHV1	POLI_DROME	7227
P85726	PPK5_PERSS	348759
P84411	PPK4_SHELA	36981
Q9U6R6	PRCLN_TRIPT	72493
P85608	PVK1_ERGCA	76901
B4K616	PTC71_DROMO	7230
B4HZE7	PTC71_DROSE	7238
B4J8Z9	QVR_DROGR	7222
B0WII7	PYM_CULQU	7176
P85684	PVK1_NEORO	304879
B4QBL6	QVR_DROSI	7240
P84379	PVK2_DEREJ	303919
P84662	PVK3_PANVI	344693
P25228	RAB3_DROME	7227
Q29KH2	RAD54_DROPS	46245
Q9VPH8	RBBP5_DROME	7227
Q9W2E7	RAE1_DROME	7227
Q9V4Z9	LINES_DROME	7227
Q9V780	LAP1_DROME	7227
Q7JZV0	LCP2A_DROME	7227
C0HK45	LTX2A_ECTBR	369127
Q24388	LSP2_DROME	7227
B4MY65	LIS1_DROWI	7260
Q00174	LAMA_DROME	7227
Q16TJ7	MED29_AEDAE	7159
Q0IES8	MAB21_AEDAE	7159
P04567	MCDP_BOMPE	28643
P07191	MAL2_DROME	7227
Q9V410	LZTR1_DROME	7227
Q9V492	MPV17_DROME	7227
P50536	MSL3_DROME	7227
Q8INK9	MSRB_DROME	7227
Q297G3	MOC2B_DROPS	46245
B3NY19	MOCOS_DROER	7220
Q9V817	MTH4_DROME	7227
B4PNE2	MTNA_DROYA	7245
B4GXC8	NARF_DROPE	7234
B3LYP1	NCBP2_DROAN	7217
B4LZ88	NCB2B_DROVI	7244
Q293V6	NCBP2_DROPS	46245
P85816	NEMS_RHOPR	13249
Q9Y0Y6	NRBP_DROME	7227
P33509	NU3M_ANOQU	7166
B4N4D9	NUBP2_DROWI	7260
P18932	NU5M_DROME	7227
Q25321	OAR1_LOCMI	7004
Q25322	OAR2_LOCMI	7004
B4J8A0	NTAQ1_DROGR	7222
Q9VAZ3	OR98A_DROME	7227
Q9VV41	OSGEP_DROME	7227
P0DMB6	PA11_VESVE	202808
P21187	PABP_DROME	7227
Q5EP16	PBGP9_SOLNG	310432
Q01604	PGK_DROME	7227
Q70PU1	PGSC2_DROSI	7240
Q9VYH3	PEPE_DROME	7227
Q9VWK6	PGP2L_DROME	7227
Q9GN97	PGPLD_DROME	7227
P82890	PPAC1_DROME	7227
P82691	PPK1_PERAM	6978
B0M3E0	PPK3_MANKU	1037657
P84672	PPK5_DERCR	344972
P85584	PPK5_DERER	303918
B3A0B2	PPK2_AUSRA	253137
B3A0D1	PPK2_HEMMO	253130
P85607	PPK5_ELLSS	348767
C0HJY9	PON1F_ANOEM	486636
P54814	PRS8_MANSE	7130
Q9VQY9	PSF2_DROME	7227
P84352	PVK1_SARBU	7385
B0M3C3	PVK1_MANKU	1037657
P05990	PYR1_DROME	7227
P15372	ARRA_DROME	7227
B4LRN7	IHOG_DROVI	7244
Q95PM9	KARG_PLOIN	58824
Q9VJ97	JMJD4_DROME	7227
B0X9H6	KEN1_CULQU	7176
Q9VPU8	KRR1_DROME	7227
Q9W1U4	KI59C_DROME	7227
P31507	KRUP_APIME	7460
B4HEJ6	KIBRA_DROSE	7238
Q29MB2	KI26L_DROPS	46245
Q16VD3	LIG_AEDAE	7159
B4IUG3	LIAS1_DROYA	7245
Q9VCI3	LSD1_DROME	7227
P11996	LSP1B_DROME	7227
A1ZBD6	MCTP_DROME	7227
Q7PTL0	MED21_ANOGA	7165
Q16X15	MED24_AEDAE	7159
Q7QB45	MED22_ANOGA	7165
P0C919	MOC2A_DROME	7227
B3MZN7	MOCOS_DROAN	7217
B3M268	MOC2B_DROAN	7217
B4LRB9	MOCS3_DROVI	7244
Q9VDN2	MT3_DROME	7227
B4LWZ8	MTNA_DROVI	7244
Q29AU5	MTG1_DROPS	46245
Q9VG76	MYCBP_DROME	7227
Q9VDQ7	NAA25_DROME	7227
Q9V5P6	NOP10_DROME	7227
Q9GRX4	NONA_DROLR	47316
B4I414	NMDA1_DROSE	7238
B4JBI7	NUBP1_DROGR	7222
B4KY56	NUBP2_DROMO	7230
P51938	NU1M_DROSS	7239
P46461	NSF1_DROME	7227
P81914	OR33A_DROME	7227
Q26420	OLF2_APILI	7469
A7UR17	OBP72_ANOGA	7165
Q9VFN2	OR88A_DROME	7227
Q27421	OSP_DROME	7227
Q9VCI0	ORN_DROME	7227
Q95RW8	OPTIX_DROME	7227
Q17078	PBP2_ANTPE	7119
P40797	PNUT_DROME	7227
Q03275	PO24_POPJA	7064
P82295	PROML_DROME	7227
B4K8W7	PURA_DROMO	7230
O96559	APY_CIMLE	79782
B3MJ16	ASPG2_DROAN	7217
O02467	ASPG_SPOFR	7108
Q26635	ATBP_SARPE	7386
Q9VQS5	IFT57_DROME	7227
P07481	ISC3_BOMMO	7091
O61367	KARG_APIME	7460
Q9VD28	JMJD6_DROME	7227
P08155	KRH1_DROME	7227
O77459	KEN_DROME	7227
Q9VMC9	KFA_DROME	7227
Q1HQF8	KTAP2_AEDAE	7159
Q0E9G3	KTU_DROME	7227
P83099	KPC4_DROME	7227
Q9VRN5	LIN28_DROME	7227
B4J780	LPHN_DROGR	7222
Q9VZH2	MAS_DROME	7227
O18497	MAN2_SPOFR	7108
P01517	MAST_POLJO	256662
Q94518	NACA_DROME	7227
P46441	N2B_HAEIR	7368
Q9NK57	NIF3L_DROME	7227
P16554	NUMB_DROME	7227
Q27571	NOS_DROME	7227
P87508	OBP1_ANTPE	7119
Q8MKK0	OB57A_DROME	7227
P81918	OR43B_DROME	7227
Q17075	OBP2_ANTPE	7119
Q9V938	OB57E_DROME	7227
P28680	OPS3_DROPS	46245
Q9W1L5	PAL2_DROME	7227
P31369	PDM2A_DROME	7227
Q765P2	PGRP3_HOLDI	33394
P91697	PER_DROPU	46793
Q25221	PER_LOXAL	34685
O77237	PELI_DROME	7227
P84664	PPK5_RHYMA	36963
P82693	PPK6_PERAM	6978
B0M3C4	PPK4_MANKU	1037657
P85773	PPK5_SHELA	36981
Q292U2	PRIC1_DROPS	46245
Q9XYN7	PSB3_DROME	7227
Q9V3H2	PSDE_DROME	7227
P82154	ALL3_CYDPO	82600
Q59DY5	LEDL3_DROME	7227
B4P3A0	LPHN_DROYA	7245
Q9VLS9	LACB2_DROME	7227
Q9W060	LYST_DROME	7227
B4G2G5	LST2_DROPE	7234
P50717	LYS_HYPCU	39466
P41489	LMT3_LOCMI	7004
P85813	LNF_RHOPR	13249
Q9V5M3	LOLA6_DROME	7227
B3NPW0	LIS1_DROER	7220
Q7Q6D6	MED8_ANOGA	7165
Q7Q6S8	MED14_ANOGA	7165
Q7Q5R5	MED10_ANOGA	7165
P86146	MASOD_ORADR	529024
Q24621	MLC1_DROPS	46245
Q291L9	LIS1_DROPS	46245
Q0KHY3	MESH_DROME	7227
P50534	MSL2_DROME	7227
B4L340	MOCOS_DROMO	7230
P33738	MS2B_DROMA	7226
Q9V3F3	MTTF_DROME	7227
Q9VHB6	MTX1_DROME	7227
Q9VH39	NDUF4_DROME	7227
Q9VVI3	NEDD4_DROME	7227
B3A0J1	NEMS_TYRGL	270861
P10676	NINAC_DROME	7227
Q8IP68	NEMU_DROME	7227
Q9W2Y3	NNRE_DROME	7227
B0M2U6	NEMS_NAMOO	409167
C0HKU2	NEMS_AGRIP	56364
O76464	NFT1_DROME	7227
Q9W5Y0	NEP3_DROME	7227
B3A0B5	NEMS_AUSRA	253137
Q9VBP9	NPL4_DROME	7227
B4MDT2	NTAQ1_DROVI	7244
Q24332	NT56_DROVI	7244
Q9VCA2	ORCT_DROME	7227
Q8SWU7	OLA1_DROME	7227
P56672	OTP_DROME	7227
P08099	OPS2_DROME	7227
O46043	PARG_DROME	7227
B4QZU1	PDE6_DROSI	7240
A2VB90	PBURS_APIME	7460
Q8IRU4	PDE4E_DROME	7227
O46102	PAPD1_DROME	7227
P91705	PER_DROSC	46791
Q8INK6	PGPLB_DROME	7227
O76217	PE1_ANOGA	7165
Q27934	PHYL_DROME	7227
P85554	PPK5_BLAGE	6973
P82690	PPK4_PERFU	36977
P85559	PPK5_BLAOR	6976
C0HL84	PNG1_PANCL	156354
P51023	PNT_DROME	7227
P17276	PH4H_DROME	7227
C0HJY7	PON1D_ANOEM	486636
O61470	PSMD3_ANOGA	7165
B0W1V2	ABDA_CULQU	7176
P16376	7UP2_DROME	7227
Q27905	ABP1_RIPCL	41704
P17644	ACH2_DROME	7227
P26719	ADH_DROYA	7245
P07160	ADH2_DROMU	7231
Q7PQV7	ADT2_ANOGA	7165
Q05825	ATPB_DROME	7227
Q7PNM6	ATAT_ANOGA	7165
Q25513	HGLY_MANSE	7130
Q17020	HEXA_ANOGA	7165
P84259	HTF1_PERAM	6978
Q960X8	HRS_DROME	7227
P22979	HSP6C_DROME	7227
B4N937	HTRA2_DROWI	7260
C0HLL5	HUGAB_VESVE	202808
P31504	HUNB_APIME	7460
P05205	HP1_DROME	7227
Q9VEI9	HMX_DROME	7227
Q9VNI3	HPF1_DROME	7227
Q23794	HMGA1_CHITE	7153
Q9VTW2	INP5E_DROME	7227
B4Q599	IHOG_DROSI	7240
Q9VT41	INT7_DROME	7227
Q9W3E1	INT4_DROME	7227
Q9VDH6	IR93A_DROME	7227
Q9V3W6	INX7_DROME	7227
Q7Q4F5	ITPA_ANOGA	7165
Q9BM91	JANB_DROTE	7243
Q9BM96	JANA_DROOR	7233
O15946	LEB4_BOMMO	7091
Q9VC35	LILI_DROME	7227
C0HL63	LCP52_DROME	7227
Q9V8I2	LTOR2_DROME	7227
P82175	LYS_ESTAC	56594
P13129	LUCI_LUCCR	7051
P50718	LYS_TRINI	7111
P22395	LMT1_LOCMI	7004
P22396	LMT2_LOCMI	7004
Q9VKY1	LIX1_DROME	7227
Q9GYV9	MED7_DROME	7227
P01515	MAST_VESXA	7448
Q17BA4	MED15_AEDAE	7159
Q178E6	MED22_AEDAE	7159
P69034	MAST1_PROEX	91439
Q95WY5	MALT_CULPI	7175
Q9VS38	MED4_DROME	7227
P23226	MA205_DROME	7227
P80410	MK2B_PALPR	55431
Q2LZ59	MOB2_DROPS	46245
P50535	MSL1_DROME	7227
B0W377	MOCS3_CULQU	7176
Q8SYV9	MTH14_DROME	7227
B4R4E9	MTNB_DROSI	7240
E0W481	MTND_PEDHC	121224
Q9W3C1	NAT10_DROME	7227
Q9VCG4	NDC1_DROME	7227
B0W939	NCBP2_CULQU	7176
B4PL68	NCBP2_DROYA	7245
Q9W197	5NT3B_DROME	7227
P09087	ABDB_DROME	7227
Q50L96	ADH_DROAN	7217
P81928	140U_DROME	7227
P67787	AKH_HELZE	7113
Q29KG4	AFFL_DROPS	46245
P56161	ACES_ANOST	30069
P83653	ALO3_ACRLO	227548
C0HKX9	APD2_PIMDI	495387
P22464	ANXB9_DROME	7227
Q9VXG4	ANX11_DROME	7227
P32122	ARRH_LOCMI	7004
P16371	GROU_DROME	7227
Q9VM09	GR28A_DROME	7227
P54366	GSC_DROME	7227
P91849	H4_APIME	7460
Q76FF5	H4_DROTE	7243
O17468	HIRA_DROME	7227
O18388	IMB_DROME	7227
Q9VXK6	IF5_DROME	7227
E9NA96	IR25A_DROME	7227
A0A1J0M738	IR75A_DROSE	7238
P83752	JANA_DROTE	7243
Q9VTU0	KRI1_DROME	7227
B3N9E4	KTU_DROER	7220
P46867	KLP68_DROME	7227
P13677	KPC2_DROME	7227
P0CU30	KMO_DROWI	7260
P17970	KCNAB_DROME	7227
P19990	LCK8_RHYMA	36963
P07188	LCP3_DROME	7227
Q8MSS1	LVA_DROME	7227
P82174	LYS_GALME	7137
P38496	LMA1_LOCMI	7004
P09334	LP1_BOMMO	7091
P31799	LMIP_LOCMI	7004
P09336	LP3_BOMMO	7091
Q9V5M6	LOLA5_DROME	7227
P04205	MAST_VESMA	7446
C0HK42	LL1_LASLA	88510
C0HK43	LL2_LASLA	88510
P68408	MEL_VESMG	202807
P01502	MEL_APIDO	7462
P21654	MAST_VESBA	7444
P0C1M4	MASTA_VESMG	202807
Q9VDT6	MRM2_DROME	7227
P42984	MNP1_LEPDE	7539
B4QUC0	MOC2B_DROSI	7240
Q8I9B4	MT4_DROME	7227
B4IG61	MTNB_DROSE	7238
Q59E55	NAB_DROME	7227
Q9VIP0	NESD_DROME	7227
Q9VEJ2	NOP14_DROME	7227
P61850	NEMS_SARBU	7385
P91929	NDUAA_DROME	7227
Q9VIF0	NOC2L_DROME	7227
Q8ISS3	ACO11_CHORO	27543
P41570	6PGD_CERCA	7213
Q9V785	3BP5H_DROME	7227
P15856	ABDA_APIME	7460
B4LPP8	AKTP2_DROVI	7244
P23277	ADH_DROPL	7236
P82157	ALL6_CYDPO	82600
P46415	ADHX_DROME	7227
P15364	AMAL_DROME	7227
C0HKX8	APD1_PIMDI	495387
Q9BN01	AMYB_DROYA	7245
P13276	APL3_MANSE	7130
O77016	AMYR_DROSI	7240
Q175F8	GLYR1_AEDAE	7159
P84054	H2A_DROSI	7240
P84043	H4_DROSI	7240
Q94529	GS1_DROME	7227
P46430	GSTT1_MANSE	7130
P46428	GST_ANOGA	7165
P46437	GST_MUSDO	7370
Q9VR91	HERC2_DROME	7227
Q9VZU2	HHAT_DROME	7227
B3MNR6	HOOK_DROAN	7217
P41827	HSP74_ANOAL	7167
P85848	HTF_NEORO	304879
Q9VFJ3	HTRA2_DROME	7227
B4PST0	HTRA2_DROYA	7245
P49866	HNF4_DROME	7227
Q24537	HMG2_DROME	7227
P14150	HMEN_SCHAM	7009
Q9U6V6	JDP_MANSE	7130
B3LWS4	KIBRA_DROAN	7217
Q9VWH8	KISH_DROME	7227
P05047	LECA_SARPE	7386
B4PRU6	LST2_DROYA	7245
P41490	LMT4_LOCMI	7004
Q7KQZ4	LOLA3_DROME	7227
P15131	LIRP_LOCMI	7004
Q9W590	LSG1_DROME	7227
B4LQ21	LIS1_DROVI	7244
B4P6P9	LIS1_DROYA	7245
Q29JI9	MCM6_DROPS	46245
P40791	MEF2_DROME	7227
Q8IQ70	MCU_DROME	7227
Q29DV9	MED30_DROPS	46245
B4J3A3	MAEL_DROGR	7222
O46089	MMS22_DROME	7227
Q9W0G6	MSD5_DROME	7227
P13469	MODU_DROME	7227
Q29PG5	MOC32_DROPS	46245
Q17CA7	MOCS3_AEDAE	7159
Q9VS77	MTH6_DROME	7227
P08879	NDKA_DROME	7227
Q29C43	NCASE_DROPS	46245
B4NB54	NCBP2_DROWI	7260
Q8IH00	NOL6_DROME	7227
P50660	NU4M_SIMVI	7192
P29555	ABDA_DROME	7227
P13368	7LESS_DROME	7227
P36179	2AAA_DROME	7227
P11681	ABL_CALVI	7373
Q8T8L8	ALG10_DROME	7227
P25418	AKH_LIBAU	6966
Q24049	AMN_DROME	7227
P84183	ACT4_BOMMO	7091
P35807	AKH2_SCHNI	7011
A9ZSZ2	AGO3_BOMMO	7091
B4H4H5	ATBP_DROPE	7234
Q9W5X9	ATAT2_DROME	7227
Q9VAI0	GNA1_DROME	7227
P54961	HMCS1_BLAGE	6973
P91798	KARG_SCHAM	7009
Q9TVP3	JDP_DROME	7227
P0CU29	KTU_DROWI	7260
P17972	KCNAW_DROME	7227
Q8IR79	LIMK1_DROME	7227
Q86S05	LIG_DROME	7227
P21141	LCK2_RHYMA	36963
Q9VJD2	LTOR3_DROME	7227
Q292N4	LPHN_DROPS	46245
P11997	LSP1G_DROME	7227
Q9W5E4	MBB1A_DROME	7227
P49735	MCM2_DROME	7227
B5DRY3	MAEL2_DROPS	46245
Q86B87	MMD4_DROME	7227
Q24399	MLC1_DROMA	7226
Q86BA1	MICAL_DROME	7227
P40320	METK_DROME	7227
A0A126GUP6	MP1_DROME	7227
Q7KSC4	MPC1_DROME	7227
B3M269	MOC2A_DROAN	7217
Q1DGL5	MOC2A_AEDAE	7159
Q7PS12	MOEH_ANOGA	7165
Q9VBL6	MS57A_DROME	7227
Q9VLP4	MTSH_DROME	7227
B4NSS7	NARF_DROSI	7240
Q298S5	NDC1_DROPS	46245
Q27597	NCPR_DROME	7227
Q27415	NLP_DROME	7227
B4NP88	NO66_DROWI	7260
Q29DJ1	NKD_DROPS	46245
P34859	NU4LM_APILI	7469
B0FWD8	NU1M_AEDAE	7159
B4JWF5	AKTP2_DROGR	7222
P42281	ACBP_DROME	7227
P25143	ADHR_DROAM	7216
P0C005	ANOP_ANOSM	200614
O77015	AMYR_DROOR	7233
Q9V727	ASX_DROME	7227
Q23761	GLBZ_CHITH	7155
Q9VVX0	GEMI2_DROME	7227
Q9VM75	HEAT1_DROME	7227
P83427	HELN_HELVI	7102
Q09101	HIG_DROME	7227
B4LZT9	HH_DROVI	7244
P85634	HTF_EURFL	303877
Q7K175	HENMT_DROME	7227
P85575	HTF_CRYKY	161578
Q9VDY1	INO80_DROME	7227
P82701	IM18_DROME	7227
Q9U915	KAD2_DROME	7227
P81900	KAPR2_DROME	7227
Q9BM94	JANB_DROSE	7238
Q9W391	KPBA_DROME	7227
P13678	KPC3_DROME	7227
Q9VAW5	LARP_DROME	7227
Q03427	LAMC_DROME	7227
Q9VHD3	MAAI1_DROME	7227
P83417	MRN1_MEGVI	112273
Q9VUM0	MSH6_DROME	7227
Q9VLR9	MPPE1_DROME	7227
Q08696	MST2_DROHY	7224
B4I029	MTNA_DROSE	7238
B3M098	MTNA_DROAN	7217
Q16NX0	MTNB_AEDAE	7159
P25724	NANOS_DROME	7227
Q8SYS7	NARF_DROME	7227
B3N018	NARF_DROAN	7217
B4JM29	NCBP1_DROGR	7222
Q7PYI4	NAA25_ANOGA	7165
B4JWR9	NFU1_DROGR	7222
B3A0H1	NEMS_PRAMA	409170
Q29FV5	NNRE_DROPS	46245
B4IDM2	NNRE_DROSE	7238
E3XA68	NNRE_ANODA	43151
B4M375	NFU1_DROVI	7244
B4PZ52	NFU1_DROYA	7245
P07708	NU4LM_DROYA	7245
Q95P51	OAZ_AEDAE	7159
Q9V8Y9	OB56H_DROME	7227
P34171	OBP1_BOMMO	7091
Q9VT20	OR67B_DROME	7227
Q9VT90	OR67C_DROME	7227
Q9VHQ6	OR85C_DROME	7227
Q16RI1	OPI10_AEDAE	7159
O46077	OR2A_DROME	7227
Q9VZ64	6PGL_DROME	7227
O18417	A70A_DROSE	7238
Q9GN94	ADH_DROSE	7238
P56634	AMY_TENMO	7067
Q16NS8	ANM7_AEDAE	7159
Q178M1	FEN1_AEDAE	7159
P41876	FMRF_DROVI	7244
B4GRI8	FLOWR_DROPE	7234
Q6WV16	GALT6_DROME	7227
P33244	FTZF1_DROME	7227
Q7KVQ0	GAR1_DROME	7227
Q24760	FRIZ_DROVI	7244
Q7QH64	GATA_ANOGA	7165
B4HF64	FOXO_DROSE	7238
O44105	G3P2_DROSU	7241
Q9W2B2	GR58C_DROME	7227
Q9VD74	GR93C_DROME	7227
B4K4M0	HH_DROMO	7230
P85549	HTF_BLADU	132935
P84258	HTF2_BLAOR	6976
P85533	HTF_APTFU	344696
Q9U639	HSP7D_MANSE	7130
P04811	HSP83_DROVI	7244
O18326	HUNB_BOMMO	7091
P85760	HTF_PSEFO	303879
P25722	HS2ST_DROME	7227
Q9W0E3	IML1_DROME	7227
Q9GQF1	JIP3_DROME	7227
P81627	JHBP_BOMMO	7091
Q9BM89	JANB_DROOR	7233
B4LMK1	KTU_DROVI	7244
Q26457	LA_AEDAL	7160
P80060	LCM_LOCMI	7004
B4JHI7	LST2_DROGR	7222
Q9Y106	MB21L_DROME	7227
O16098	MAL1_DROVI	7244
P49028	MGN_DROME	7227
Q179T2	MUT7_AEDAE	7159
Q24568	NETB_DROME	7227
Q9VAW0	OR98B_DROME	7227
P83632	P27K_GALME	7137
P06002	OPS1_DROME	7227
P28678	OPS1_DROPS	46245
P91766	ACH1_MANSE	7130
B3A0J0	AKH_TYRGL	270861
P84240	AKH_MELML	7061
E2A6Z3	ALLSC_CAMFO	104421
P82158	ALL7_CYDPO	82600
E2A1R1	ALLT_CAMFO	104421
Q17GZ9	ARP5_AEDAE	7159
B4NIN8	ARMET_DROWI	7260
B4PR07	ARMET_DROYA	7245
P14569	ATP6_LOCMI	7004
B4KND9	EAF_DROMO	7230
P26019	DPOLA_DROME	7227
Q6YKA8	DRK_DROSI	7240
B4P1N5	EAF_DROYA	7245
O96790	DPGN_DIPMA	72496
Q7PZY1	EIF3B_ANOGA	7165
B4QVX4	ELOF_DROSI	7240
Q9VMQ7	ELP4_DROME	7227
B0WC25	EFTS_CULQU	7176
B0X2G0	EIF3F_CULQU	7176
Q7QD36	EIF3F_ANOGA	7165
B4L1Z8	ENY2_DROMO	7230
B4I1C2	EIF3H_DROSE	7238
B4PNV2	EI3D1_DROYA	7245
B3P2A7	ENOPH_DROER	7220
O16173	EST5A_DROPE	7234
P10095	EST5_DROMO	7230
B3A0A1	FAR2_AUSRA	253137
P85453	FAR6_LUCCU	7375
B0M2T3	FAR3_NAMOO	409167
B3A0H9	FAR4_TYRGL	270861
P40427	EXD_DROME	7227
B3NP61	FEN1_DROER	7220
Q7QGL9	FBSP1_ANOGA	7165
B0WGN4	GATC4_CULQU	7176
Q9VCD0	GATB_DROME	7227
P84297	GLB74_CHITP	7156
Q23762	GLB7X_CHITH	7155
Q9VUA0	GPTC1_DROME	7227
P58952	GR22C_DROME	7227
Q9VB68	GRASS_DROME	7227
Q7M471	HR3_VESOR	7447
Q297N8	HPS5_DROPS	46245
O97125	HSP68_DROME	7227
C0HLL4	HUGA_VESVE	202808
O46256	HUNB_DROSL	47010
P13361	HUNB_DROVI	7244
P14596	HTF_TABAT	7207
Q24208	IF2G_DROME	7227
P83869	IM14_DROME	7227
P52295	IMA_DROME	7227
P0DSJ3	LTX2A_NEOIV	264722
Q16K67	MED16_AEDAE	7159
Q7QHX4	MB21L_ANOGA	7165
O01949	ALL3_AEDAE	7159
P82156	ALL5_CYDPO	82600
B4NXA8	AFFL_DROYA	7245
P84329	HFW1_DROPS	46245
Q0E908	HIL_DROME	7227
P49870	HR38_BOMMO	7091
Q9W265	HOT_DROME	7227
P11146	HSP7B_DROME	7227
B4JTT7	HTRA2_DROGR	7222
Q02645	HTS_DROME	7227
Q177G4	HPS5_AEDAE	7159
Q25514	HUNB_MANSE	7130
P51592	HYD_DROME	7227
P22817	IDE_DROME	7227
Q8MX32	IDGF3_DROSI	7240
Q8MX41	IDGF1_DROSI	7240
Q9VWH4	IDH3A_DROME	7227
Q7PLS8	INT3_DROME	7227
B4NP05	INT3_DROWI	7260
B4KLY1	KAD2_DROMO	7230
B3NQ53	KAD2_DROER	7220
Q7QJX9	KAD2_ANOGA	7165
B3P100	INT13_DROER	7220
Q767F1	JHAMT_BOMMO	7091
B4QU20	JUPIT_DROSI	7240
Q01871	KRUP_EUSPL	6827
Q2M0J9	KLHDB_DROPS	46245
B4JDU5	KRR1_DROGR	7222
P07247	KRUP_DROME	7227
Q295N5	KTAP2_DROPS	46245
Q7Q6A7	KMO_ANOGA	7165
Q05652	KPEL_DROME	7227
P21140	LCK1_RHYMA	36963
Q9VTY4	KXDL1_DROME	7227
P02839	LCP1_DROME	7227
Q27757	LUCI_PHOPE	1710587
P68409	MEL_VESVN	202809
Q17DI7	MED31_AEDAE	7159
P01499	MCDP_APIME	7460
Q9XYU1	MCM3_DROME	7227
P54357	MLC2_DROME	7227
O61703	MPCP_CHOFU	7141
B4JBC4	MOCS3_DROGR	7222
